Job Type,Tracking Number,Authorization Number,Job Status,SAP Phase,Received Date,Created Date,Completed Date,Authorization Type,Administrative Area,Amendment Type,Latitude,Longitude,Application Type,Transaction Type,Complexity,Intake,Preliminary Application,Applicant Work Window,In Screening,Review and Decision,Processing,Days in Process,Withdrawn Date
New Registration,364581,109098,Completed,,2017-09-06,2017-09-08 10:28,2017-09-14 10:58,Vehicle Dismantling and Recycling Industry Environmental Planning Regulation,Express Transactions,,49.1948,122.888221,,Express,Simple,2.4,,,,,5.9,8,
New Registration,364582,109099,Completed,,2017-09-08,2017-09-08 15:50,2017-09-14 11:05,Petroleum Storage and Distribution Facilities Storm Water Regulation,Express Transactions,,56.994711,126.756095,,Express,Simple,0.7,,,,,5.7,6,
Auth Cancel Susp and Aband App,364622,4088,Approved,,2017-09-11 9:25,2017-09-11 9:25,2018-02-28,Permit,Express Transactions,,,,Cancel,EM General,Simple,,,,,,,169.6,
Auth Cancel Susp and Aband App,364623,105861,Approved,,2017-09-11 9:26,2017-09-11 9:26,2017-09-11,Permit,Oil & Gas Commission,,,,Cancel,EM General,Medium,,,,,,,0,
Authorization Amendment,364636,12313,Approved,,2017-09-11,2017-09-11 15:35,2017-11-20 10:38,Permit,Mining Team,Minor,55.417636,129.82685,Internal Amendment,EM General,Medium,,,,,,,66,
New Authorization,364637,109101,Approved,,2017-09-11,2017-09-11 15:43,2020-11-26 11:22,Permit,Authorizations - South Region,,49.052993,122.4810516,,Routine,Medium,0,57.8,963.7,10.3,110.8,,1172,
New Authorization,364652,109102,Approved,,2017-09-11,2017-09-12 9:16,2018-03-19 14:56,Permit,Oil & Gas Commission,,55.9449,121.1255,,Routine,Medium,1,188.2,0,0,0,,189,
Authorization Amendment,364665,104777,Approved,,2017-09-12,2017-09-12 13:55,2017-09-13 10:50,Permit,Mining Team,Minor,55.126389,124.025,Internal Amendment,EM General,Medium,,,,,,,0,
Auth Cancel Susp and Aband App,364728,398,In Review,,2017-09-15 9:53,2017-09-15 9:53,,Permit,Authorizations - North Region,,,,Cancel,EM General,Simple,,,,,,,1326.2,
Authorization Amendment,364730,6757,Approved,,2017-09-13,2017-09-15 12:28,2018-06-14 8:42,Permit,Authorizations - North Region,Minor,55.11495,121.4958,,Routine,Medium,2,80.2,8.8,0.1,182.1,,273,
Authorization Amendment,364732,13757,Approved,,2017-09-15,2017-09-15 13:11,2017-11-08 10:30,Permit,Mining Team,Minor,59.190556,129.683611,Internal Amendment,EM General,Medium,,,,,,,49,
Authorization Amendment,364806,5594,In Review,Review and Decision,2017-09-15,2017-09-19 9:34,,Permit,Authorizations - South Region,Minor,49.3359,117.7274,,Routine,Medium,4,93.3,0,0,893.8,,1326.6,
Auth Cancel Susp and Aband App,364817,8538,Approved,,2017-09-19 11:19,2017-09-19 11:19,2018-03-01,Permit,Express Transactions,,,,Abandon,EM General,Simple,,,,,,,162.5,
Auth Cancel Susp and Aband App,364818,8593,Approved,,2017-09-19 11:28,2017-09-19 11:28,2018-03-23,Permit,Express Transactions,,,,Cancel,EM General,Simple,,,,,,,184.5,
New Registration,364820,109106,Completed,,2017-09-15,2017-09-19 12:13,2017-10-13 13:15,Organic Matter Recycling Regulation,Authorizations - South Region,,49.8699,125.1831,,Express,Medium,5,0.9,,,23.2,,26,
Authorization Amendment,364823,7337,Approved,,2017-09-18,2017-09-19 13:48,2018-05-02 8:59,Permit,Express Transactions,Minor,59.9283,130.34,,Routine,Medium,9,124,0,0.1,91,,224,
New Registration,364827,109108,Completed,,2017-09-18,2017-09-19 15:32,2017-11-24 16:14,Land-Based Finfish Waste Control Regulation,Express Transactions,,54.22877,130.29384,,Express,Simple,2.6,,,,,63.8,66,
Auth Cancel Susp and Aband App,364828,5854,Approved,,2017-09-19 15:47,2017-09-19 15:47,2018-05-16,Permit,Express Transactions,,,,Cancel,EM General,Simple,,,,,,,238.3,
Authorization Amendment,364830,108744,Approved,,2017-09-18,2017-09-19 17:10,2017-09-25 9:24,Approval,Authorizations - South Region,Minor,48.87,123.66,Internal Amendment,EM General,Medium,,,,,,,2,
Registration Amendment,364845,16606,Completed,,2017-06-01,2017-09-20 10:55,2017-09-20 11:20,Oil & Gas Waste Regulation (Facility Registration),Express Transactions,Minor,57.073465,120.979647,Transfer,EM General,Simple,,,,,,,111,
Registration Amendment,364849,15417,Completed,,2017-05-23,2017-09-20 14:31,2017-09-20 14:47,Oil & Gas Waste Regulation (Facility Registration),Express Transactions,Minor,56.6132,120.5449,Transfer,EM General,Simple,,,,,,,120,
Auth Cancel Susp and Aband App,364864,105298,Approved,,2017-09-21 8:28,2017-09-21 8:28,2018-03-23,Permit,Express Transactions,,,,Cancel,EM General,Simple,,,,,,,182.6,
Authorization Amendment,364865,4856,In Screening,In Screening,2017-09-14,2017-09-21 8:39,,Permit,Authorizations - South Region,Major,50.842035,120.276674,,Routine,Medium,7,204.1,1094.8,21.3,,,1327.6,
Authorization Amendment,364867,6985,Approved,,2017-09-21,2017-09-21 9:12,2017-10-23 11:29,Permit,Mining Team,Minor,51.4272,117.0639,Internal Amendment,EM General,Medium,,,,,,,28,
Registration Amendment,364869,15418,Completed,,2017-05-19,2017-09-21 9:15,2017-09-21 9:28,Oil & Gas Waste Regulation (Facility Registration),Express Transactions,Minor,56.6301,120.5452,Transfer,EM General,Simple,,,,,,,125,
New Registration,364870,109109,Completed,,2017-09-20,2017-09-21 9:15,2017-10-13 13:58,Organic Matter Recycling Regulation,Authorizations - South Region,,49.0845,122.3342,,Express,Medium,1,0.2,,,22,,22,
Auth Cancel Susp and Aband App,364875,8222,Approved,,2017-09-21 10:26,2017-09-21 10:26,2018-03-23,Permit,Express Transactions,,,,Cancel,EM General,Simple,,,,,,,182.6,
New Registration,364955,109111,Completed,,2017-09-22,2017-09-26 11:03,2017-09-28 10:27,Code of Practice for Soil Amendments,Express Transactions,,53.292792,122.489838,,Express,Simple,4.5,,,,,1,5,
Auth Cancel Susp and Aband App,364956,107101,Approved,,2017-09-26 11:22,2017-09-26 11:22,2018-03-23,Permit,Express Transactions,,,,Cancel,EM General,Simple,,,,,,,177.5,
New Authorization,364957,109112,Approved,,2017-09-20,2017-09-26 13:27,2020-11-09 8:41,Permit,Authorizations - South Region,,49.09335,122.312937,,Routine,Complex,6,69.9,169.2,18.7,303.4,,1143,
Auth Cancel Susp and Aband App,364958,16850,Approved,,2017-09-26 14:12,2017-09-26 14:12,2017-09-26,Approval,Express Transactions,,,,Cancel,EM General,Simple,,,,,,,0,
Authorization Amendment,365013,16322,Approved,,2017-09-25,2017-09-27 14:38,2018-05-03 11:29,Permit,Authorizations - North Region,Major,49.1972,121.7964,,Routine,Medium,2,114,0.1,3.9,99.1,,219,
New Registration,365051,109115,Completed,,2017-09-27,2017-09-29 8:31,2017-10-12 11:58,Code of Practice for Soil Amendments,Express Transactions,,54.366,124.214,,Express,Simple,2.4,,,,,11.1,13,
New Registration,365056,109116,Pending Final Application,Applicant Work Window,2017-09-27,2017-09-29 13:02,,Hazardous Waste Regulation,Authorizations - South Region,,49.1533,122.9699,,Routine,Medium,2.5,663.8,648.3,,,,1314.6,
Authorization Amendment,365064,16005,Approved,,2017-09-29,2017-09-29 14:41,2017-10-13 11:10,Permit,Authorizations - South Region,Minor,50.1284,120.8627,,Routine,Medium,0,0,0,0,11.8,,12,
Authorization Amendment,365249,107025,Approved,,2017-09-28,2017-10-02 14:51,2018-03-28 10:30,Permit,Mining Team,Major,56.467,130.1871,,Routine,Medium,4,2.1,0,0.9,172.8,,180,
Authorization Amendment,365261,11686,In Screening,In Screening,2017-10-02,2017-10-03 8:49,,Permit,Authorizations - South Region,Major,49.822,124.0984,,Routine,Complex,1,112.2,1094.6,101.3,,,1309.6,
Authorization Amendment,365316,108836,Approved,,2017-10-04,2017-10-05 8:24,2018-02-02 9:29,Permit,Authorizations - North Region,Minor,56.141476,120.464975,,Routine,Medium,1,0.3,115.7,0.2,3,,120,
Authorization Amendment,365317,11478,Approved,,2017-10-05,2017-10-05 9:31,2020-08-18 8:31,Permit,Mining Team,Minor,50.191301,120.883888,,Routine,Medium,0,131.1,132.9,210.3,520.2,,1047,
Authorization Amendment,365325,6248,Approved,,2017-10-05,2017-10-05 12:35,2017-10-23 9:11,Permit,Mining Team,Minor,50.0840326,114.870859,Internal Amendment,EM General,Medium,,,,,,,13,
Authorization Amendment,365326,5625,Approved,,2017-10-05,2017-10-05 13:14,2017-11-29 15:48,Permit,Authorizations - North Region,Minor,54.067022,124.753724,Internal Amendment,EM General,Medium,,,,,,,55,
Authorization Amendment,365328,7248,In Review,Review and Decision,2017-10-05,2017-10-05 14:28,,Permit,Authorizations - South Region,Minor,50.750758,121.203478,,Routine,Medium,0,77.1,0,0,876.9,,1306.6,
Authorization Amendment,365331,280,In Review,Review and Decision,2017-09-26,2017-10-05 16:40,,Permit,Authorizations - South Region,Minor,49.023,118.4292,,Routine,Medium,9,69.8,1049,21.2,165.9,,1315.6,
New Authorization,365341,109120,Approved,,2017-10-06,2017-10-06 10:50,2017-11-30 14:53,Permit,Oil & Gas Commission,,55.880521,120.562122,,Routine,Medium,0,34.1,0.1,0,21,,55,
New Authorization,365344,109121,Approved,,2017-10-06,2017-10-06 11:58,2017-12-06 13:24,Permit,Oil & Gas Commission,,56.001168,120.657047,,Routine,Medium,0,34.1,1,0,24,,59,
Authorization Amendment,365345,8419,Approved,,2017-09-29,2017-10-06 13:45,2018-03-27 8:24,Permit,Authorizations - North Region,Minor,58.2,132.28,Internal Amendment,EM General,Medium,,,,,,,174,
New Registration,365423,109123,Completed,,2017-10-06,2017-10-11 11:23,2017-11-28 8:16,Petroleum Storage and Distribution Facilities Storm Water Regulation,Express Transactions,,55.1115,120.9702,,Express,Simple,5.5,,,,,44.1,49,
De-Registration,365488,107375,Completed,,2017-10-13 15:19,2017-10-13 15:19,2018-02-21 10:03,Code of Practice for Concrete and Concrete Products,Express Transactions,,,,,Express,Simple,0,,,,,42,130.8,
Authorization Amendment,365549,107783,Approved,,2017-10-16,2017-10-16 11:37,2017-10-19 11:21,Permit,Mining Team,Minor,49.0092397,118.613883,Internal Amendment,EM General,Medium,,,,,,,2,
Auth Cancel Susp and Aband App,365554,17575,Approved,,2017-10-16 15:44,2017-10-16 15:44,2018-04-09,Permit,Express Transactions,,,,Cancel,EM General,Simple,,,,,,,174.3,
Auth Cancel Susp and Aband App,365555,5783,Approved,,2017-10-16 16:00,2017-10-16 16:00,2018-04-09,Permit,Express Transactions,,,,Cancel,EM General,Simple,,,,,,,174.3,
Authorization Amendment,365573,17150,Approved,,2017-10-17,2017-10-17 11:39,2017-10-17 13:29,Permit,Authorizations - North Region,Minor,56.624122,121.169021,Internal Amendment,EM General,Medium,,,,,,,0,
Authorization Amendment,365579,10837,Approved,,2017-10-16,2017-10-17 14:23,2018-06-19 14:13,Permit,Express Transactions,Minor,48.9103,123.7393,Transfer,EM General,Simple,,,,,,,242,
De-Registration,365597,106447,Completed,,2017-10-18 8:16,2017-10-18 8:16,2017-12-19 9:27,Code of Practice for Concrete and Concrete Products,Express Transactions,,,,,Express,Simple,0,,,,,0.2,62,
New Registration,365602,109128,Completed,,2017-10-17,2017-10-18 9:28,2017-10-23 9:30,Code of Practice for Concrete and Concrete Products,Express Transactions,,49.030935,122.410305,,Express,Simple,1.4,,,,,1.1,2,
New Registration,365603,109129,Completed,,2017-10-18,2017-10-18 9:36,2017-11-20 10:03,Organic Matter Recycling Regulation,Authorizations - South Region,,49.0256,122.4058,,Express,Medium,5,5,,,28,,29,
De-Registration,365607,103900,Completed,,2017-10-18 11:17,2017-10-18 11:17,2017-10-18 11:19,Oil & Gas Waste Regulation (Well Test),Express Transactions,,,,,Express,Simple,0,,,,,0,0,
De-Registration,365609,104222,Completed,,2017-10-18 11:20,2017-10-18 11:20,2017-10-18 11:24,Oil & Gas Waste Regulation (Well Test),Express Transactions,,,,,Express,Simple,0,,,,,0,0,
De-Registration,365610,17515,Completed,,2017-10-18 11:25,2017-10-18 11:25,2017-10-18 11:26,Oil & Gas Waste Regulation (Well Test),Express Transactions,,,,,Express,Simple,0,,,,,0,0,
De-Registration,365611,18026,Completed,,2017-10-18 11:27,2017-10-18 11:27,2017-10-18 11:28,Oil & Gas Waste Regulation (Well Test),Express Transactions,,,,,Express,Simple,0,,,,,0,0,
De-Registration,365637,104929,Completed,,2017-10-19 15:28,2017-10-19 15:28,2018-06-18 11:32,Municipal Wastewater Regulation,Authorizations - North Region,,,,,Express,Medium,0,,,,,94.8,94.4,
Authorization Amendment,365650,3760,Approved,,2017-10-19,2017-10-20 8:21,2017-10-26 10:57,Permit,Authorizations - South Region,Minor,50.3836,127.451,Internal Amendment,EM General,Medium,,,,,,,1,
Auth Cancel Susp and Aband App,365700,12733,Approved,,2017-10-23 11:08,2017-10-23 11:08,2018-03-28,Permit,Authorizations - South Region,,,,Cancel,EM General,Medium,,,,,,,155.5,
Authorization Amendment,365703,6099,Approved,,2017-10-19,2017-10-23 13:01,2018-01-25 11:40,Permit,Express Transactions,Minor,54.761819,127.156691,Transfer,EM General,Simple,,,,,,,77,
Authorization Amendment,365727,107835,Approved,,2017-10-19,2017-10-24 13:08,2019-01-14 10:30,Permit,Mining Team,Major,56.467,130.1871,,Routine,Complex,11,98.1,287.9,6,44,,447,
Authorization Amendment,365761,17995,Approved,,2017-11-30,2017-10-25 11:20,2018-03-26 9:13,Permit,Authorizations - North Region,Minor,54.46611,124.1625,,Routine,Medium,0,0.8,10,0,101,,112,
New Authorization,365789,109137,Approved,,2017-10-23,2017-10-26 8:13,2018-05-18 14:28,Approval,Mining Team,,49.086271,118.56723,,Routine,Medium,3,4,1.3,0.9,2.1,,11,
Authorization Amendment,365830,107484,Approved,,2017-10-26,2017-10-27 7:53,2017-11-09 12:34,Permit,Authorizations - North Region,Minor,53.925,128.751,,Routine,Medium,1,3.2,0,0.1,9.9,,14,
Registration Amendment,365833,103442,Completed,,2017-10-24,2017-10-27 10:53,2017-11-01 9:47,Code of Practice for Concrete and Concrete Products,Express Transactions,Minor,51.3099,116.9731,,Express,Simple,3.5,,,,,4.2,7,
Registration Amendment,365835,105673,Completed,,2017-10-24,2017-10-27 11:08,2017-11-01 10:00,Code of Practice for Concrete and Concrete Products,Express Transactions,Minor,51.289,116.9616,,Express,Simple,3.5,,,,,4.2,7,
Authorization Amendment,365836,13968,Approved,,2017-10-27,2017-10-27 11:46,2018-03-28 9:00,Permit,Express Transactions,Minor,49.402368,124.624854,Transfer,EM General,Simple,,,,,,,147,
New Registration,365837,109139,Completed,,2017-10-25,2017-10-27 14:05,2020-11-03 8:46,Municipal Wastewater Regulation,Authorizations - South Region,,50.1069,125.3462,,Routine,Medium,2.6,103,549,1.1,438,,1104,
New Registration,365910,109140,Completed,,2017-10-25,2017-10-30 9:49,2017-11-01 12:00,Petroleum Storage and Distribution Facilities Storm Water Regulation,Express Transactions,,55.699,121.6287,,Express,Simple,5.4,,,,,1.9,7,
New Authorization,365942,109144,Approved,,2017-10-26,2017-10-31 9:30,2018-01-15 11:24,Approval,Authorizations - North Region,,52.060676,122.165625,,Routine,Medium,5,9.2,0,0,10.9,,25,
New Authorization,365946,109145,In Review,Review and Decision,2017-10-30,2017-10-31 10:49,,Permit,Authorizations - North Region,,52.997,122.47,,Routine,Medium,1,8,1094.8,2.3,58.2,,1281.6,
New Registration,365949,109146,Completed,,2017-10-30,2017-10-31 11:31,2017-11-02 9:43,Code of Practice for Concrete and Concrete Products,Express Transactions,,50.4618,115.9701,,Express,Simple,1.5,,,,,0.9,2,
Authorization Amendment,366018,107865,Approved,,2017-11-01,2017-11-01 10:32,2018-01-23 8:56,Permit,Oil & Gas Commission,Minor,56.11209,121.01442,,Routine,Medium,0,36.7,0,0,46,,83,
New Authorization,366062,109148,Pending Final Application,Applicant Work Window,2017-10-31,2017-11-02 11:14,,Permit,Authorizations - South Region,,49.1323,122.294,,Routine,Medium,2,245.2,1033,,,,1280.6,
Authorization Amendment,366064,12811,Approved,,2017-10-30,2017-11-02 13:32,2018-04-16 8:44,Permit,Express Transactions,Minor,50.78,115.6775,Name Change,EM General,Simple,,,,,,,144,
New Registration,366069,109149,Completed,,2017-11-01,2017-11-02 15:42,2017-11-08 10:56,Code of Practice for Concrete and Concrete Products,Express Transactions,,50.995,118.2366,,Express,Simple,5.4,,,,,1.2,6,
Authorization Amendment,366145,12811,Approved,,2017-10-30,2017-11-06 13:17,2018-09-27 11:54,Permit,Mining Team,Minor,50.7797,115.6797,,Routine,Medium,7,101.9,0,4.1,212.9,,326,
New Registration,366146,109151,In Screening,In Screening,2017-11-01,2017-11-06 15:47,,Municipal Wastewater Regulation,Authorizations - South Region,,49.0953,116.5292,,Routine,Medium,5.7,440.9,649.7,183.4,,,1279.6,
Auth Cancel Susp and Aband App,366159,7973,Approved,,2017-11-07 12:10,2017-11-07 12:10,2018-03-23,Permit,Express Transactions,,,,Cancel,EM General,Simple,,,,,,,135.5,
De-Registration,366167,17788,Completed,,2017-11-07 13:43,2017-11-07 13:43,2018-04-24 14:45,Hazardous Waste Regulation,Authorizations - South Region,,,,,Express,Medium,0,,,,,160.1,167.4,
Authorization Amendment,366186,107277,Approved,,2017-11-01,2017-11-08 9:04,2018-04-16 9:03,Permit,Express Transactions,Minor,59.98,130.34,Name Change,EM General,Simple,,,,,,,142,
Authorization Amendment,366189,107571,Approved,,2017-11-03,2017-11-08 9:38,2018-02-13 9:43,Permit,Authorizations - North Region,Minor,54.491165,124.212867,,Routine,Simple,5,1.2,75.8,0,14.9,,97,
De-Registration,366194,15924,Completed,,2017-11-08 11:06,2017-11-08 11:06,2018-07-24 8:58,Hazardous Waste Regulation,Authorizations - North Region,,,,,Express,Medium,0,,,,,254.2,253.5,
Authorization Amendment,366197,7337,Approved,,2017-11-01,2017-11-08 11:16,2018-05-02 8:40,Permit,Express Transactions,Minor,59.9283,130.34,Name Change,EM General,Simple,,,,,,,180,
Authorization Amendment,366215,8415,Approved,,2017-11-02,2017-11-08 15:07,2018-12-13 14:44,Permit,Express Transactions,Minor,56.634743,131.07205,Transfer,EM General,Simple,,,,,,,406,
Authorization Amendment,366230,7927,Approved,,2017-11-08,2017-11-09 11:29,2018-02-22 10:44,Permit,Express Transactions,Minor,56.627,131.0754,Name Change,EM General,Simple,,,,,,,103,
New Authorization,366244,109154,Approved,,2017-11-09,2017-11-09 15:15,2018-04-26 9:27,Permit,Mining Team,,55.95,129.7,,Routine,Medium,0,80.9,0.1,0,86.1,,167,
New Registration,366257,109155,Completed,,2017-11-09,2017-11-10 10:40,2017-11-27 11:22,Land-Based Finfish Waste Control Regulation,Express Transactions,,49.01609,122.25648,,Express,Simple,1.4,,,,,14.1,15,
New Registration,366263,109156,Completed,,2017-11-09,2017-11-10 11:22,2017-11-29 8:37,Vehicle Dismantling and Recycling Industry Environmental Planning Regulation,Express Transactions,,49.2038246,123.0919549,,Express,Simple,1.5,,,,,18.1,19,
Auth Cancel Susp and Aband App,366342,16528,Approved,,2017-11-14 14:46,2017-11-14 14:46,2018-02-14,Permit,Authorizations - South Region,,,,Cancel,EM General,Medium,,,,,,,91.4,
Auth Cancel Susp and Aband App,366348,8189,Approved,,2017-11-14 15:06,2017-11-14 15:06,2018-11-05,Permit,Express Transactions,,,,Cancel,EM General,Simple,,,,,,,355.4,
